"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"gender and region","Women in South","710","2016","44.4","37.8","41","53.1"
"gender and region","Women in South","1367","2020","48.9","43.7","46.1","52.6"
"gender and region","Women in South","916","2024","45.2","44.3","44.7","50.5"
"gender and region","Women in Nonsouth","551","1968","65.8","67.5","66.6","49.1"
"gender and region","Women in Nonsouth","1103","1972","51.1","64.8","57.8","43.1"
"gender and region","Women in Nonsouth","942","1976","62.6","61.6","62.2","50.5"
"gender and region","Women in Nonsouth","640","1980","56.4","54.5","55.3","50.8"
"gender and region","Women in Nonsouth","886","1984","58.1","60.4","59.3","48.9"
"gender and region","Women in Nonsouth","763","1988","57.3","59.6","58.5","48.8"
"gender and region","Women in Nonsouth","884","1992","56.4","51.5","53.8","52.5"
"gender and region","Women in Nonsouth","593","1996","61.8","48.6","55.4","56.8"
"gender and region","Women in Nonsouth","671","2000","59.9","53.8","56.8","53"
"gender and region","Women in Nonsouth","445","2004","56.1","51.1","53.5","52.5"
"gender and region","Women in Nonsouth","710","2008","62.8","46.6","54.6","58.1"
"gender and region","Women in Nonsouth","731","2012","57.7","47.2","52.4","55.3"
"gender and region","Women in Nonsouth","1510","2016","45.2","32","38.6","56.5"
"gender and region","Women in Nonsouth","3013","2020","51.8","36","43.7","57.9"
"gender and region","Women in Nonsouth","2008","2024","52.8","34.3","43.5","59.2"
"gender and knowledge","Less knowledgeable men","128","1968","60.7","60.8","60.7","50"
"gender and knowledge","Less knowledgeable men","112","1972","48.6","62.5","54.9","43.6"
"gender and knowledge","Less knowledgeable men","172","1976","61.1","61","60.7","50.4"
"gender and knowledge","Less knowledgeable men","98","1980","59.6","55","57.4","52.3"
"gender and knowledge","Less knowledgeable men","298","1984","56.2","63.2","59.4","46.5"
"gender and knowledge","Less knowledgeable men","216","1988","54.4","60.5","57.3","46.9"
"gender and knowledge","Less knowledgeable men","307","1992","57.9","51.9","54.7","53.2"
"gender and knowledge","Less knowledgeable men","131","1996","59.2","54","56.4","52.3"
"gender and knowledge","Less knowledgeable men","228","2000","57.7","57.3","57.7","50.4"
"gender and knowledge","Less knowledgeable men","196","2004","52.2","58.5","55.2","47"
"gender and knowledge","Less knowledgeable men","484","2008","58.6","48.6","53.6","55.1"
"gender and knowledge","Less knowledgeable men","127","2012","50.2","56.4","53.3","46.9"
"gender and knowledge","Less knowledgeable men","466","2016","39.5","41.9","40.6","48.8"
"gender and knowledge","Less knowledgeable men","882","2020","45.7","43.7","44.5","51"
"gender and knowledge","Less knowledgeable men","756","2024","35.7","50.1","42.8","42.9"
"gender and knowledge","More knowledgeable men","445","1968","57.3","67.2","62.3","45.1"
"gender and knowledge","More knowledgeable men","353","1972","45.1","66.4","55.8","39.4"
"gender and knowledge","More knowledgeable men","603","1976","59.7","60.9","60.2","49.5"
"gender and knowledge","More knowledgeable men","488","1980","52.6","57.7","55.1","47.5"
"gender and knowledge","More knowledgeable men","551","1984","52.8","63.7","58.2","44.5"
"gender and knowledge","More knowledgeable men","542","1988","53.8","63","58.4","45.5"
"gender and knowledge","More knowledgeable men","729","1992","52.6","52.9","52.8","49.9"
"gender and knowledge","More knowledgeable men","555","1996","54.1","55.4","54.6","49.2"
"gender and knowledge","More knowledgeable men","444","2000","51.3","58.1","54.5","46.5"
"gender and knowledge","More knowledgeable men","311","2004","49.2","56.2","52.7","46.5"
"gender and knowledge","More knowledgeable men","413","2008","52.8","57.8","55.3","47.5"
"gender and knowledge","More knowledgeable men","447","2012","55.4","49.7","52.5","52.8"
"gender and knowledge","More knowledgeable men","1457","2016","39","38.9","38.9","50"
"gender and knowledge","More knowledgeable men","2768","2020","45","44.3","44.5","50.3"
"gender and knowledge","More knowledgeable men","1621","2024","47.2","41.2","44.1","53"
"gender and knowledge","Less knowledgeable women","256","1968","67","65.9","66.3","50.6"
"gender and knowledge","Less knowledgeable women","273","1972","53","65.8","59.2","43.7"
"gender and knowledge","Less knowledgeable women","511","1976","67.6","61.2","64.4","53.3"
"gender and knowledge","Less knowledgeable women","280","1980","63.4","56","59.5","53.5"
"gender and knowledge","Less knowledgeable women","543","1984","62","58.5","60.1","51.9"
"gender and knowledge","Less knowledgeable women","471","1988","60","57.9","58.9","51.1"
"gender and knowledge","Less knowledgeable women","594","1992","60.1","53.1","56.2","53.8"
"gender and knowledge","Less knowledgeable women","249","1996","65.4","50.7","58.2","57.5"
"gender and knowledge","Less knowledgeable women","465","2000","58.7","56","57.2","51.3"
"gender and knowledge","Less knowledgeable women","270","2004","53","59.5","56","47"
"gender and knowledge","Less knowledgeable women","815","2008","59.8","48.9","54.2","55.4"
"gender and knowledge","Less knowledgeable women","174","2012","52.5","53.7","53.1","49.3"
"gender and knowledge","Less knowledgeable women","617","2016","43.5","37.2","40.3","52.7"
"gender and knowledge","Less knowledgeable women","1582","2020","52.2","35","43.5","58.6"
"gender and knowledge","Less knowledgeable women","1040","2024","44.6","44","44.2","50.3"
"gender and knowledge","More knowledgeable women","478","1968","63.2","67.6","65.4","47.9"
"gender and knowledge","More knowledgeable women","348","1972","48.5","67.9","58.1","40.4"
"gender and knowledge","More knowledgeable women","563","1976","61.1","62.6","61.8","49.3"
"gender and knowledge","More knowledgeable women","479","1980","55.1","55.9","55.5","49.6"
"gender and knowledge","More knowledgeable women","520","1984","56.7","62.5","59.5","47.1"
"gender and knowledge","More knowledgeable women","502","1988","57.1","60.8","58.9","48"
"gender and knowledge","More knowledgeable women","605","1992","56.1","51.8","53.9","52.1"
"gender and knowledge","More knowledgeable women","593","1996","62.4","50.3","56.3","56"
"gender and knowledge","More knowledgeable women","403","2000","59.1","56.3","57.6","51.3"
"gender and knowledge","More knowledgeable women","286","2004","55.7","50.1","52.9","52.6"
"gender and knowledge","More knowledgeable women","369","2008","58.2","54.8","56.5","51.7"
"gender and knowledge","More knowledgeable women","480","2012","59.6","46.4","52.9","56.6"
"gender and knowledge","More knowledgeable women","1509","2016","45.7","32.1","38.8","56.8"
"gender and knowledge","More knowledgeable women","2684","2020","49.9","40.6","45.1","54.7"
"gender and knowledge","More knowledgeable women","1689","2024","55.5","32","43.7","61.7"
"education and race","Non-college whites","995","1968","59.4","67.8","63.6","45.9"
"education and race","Non-college whites","1996","1972","45.7","68.7","57","38.6"
"education and race","Non-college whites","1570","1976","62.2","62.3","62.2","50"
"education and race","Non-college whites","1076","1980","55","58.4","56.6","48.2"
"education and race","Non-college whites","1448","1984","54.7","64.6","59.6","45.1"
"education and race","Non-college whites","1145","1988","52.9","63","58","44.9"
"education and race","Non-college whites","1355","1992","54.6","54","54.2","50.4"
"education and race","Non-college whites","910","1996","55.8","52.1","54","51.9"
"education and race","Non-college whites","886","2000","54.6","58.1","56.2","48.2"
"education and race","Non-college whites","564","2004","49.2","60.6","54.9","44.4"
"education and race","Non-college whites","807","2008","51.1","54.1","52.6","48.5"
"education and race","Non-college whites","616","2012","49.5","53.2","51.3","48.2"
"education and race","Non-college whites","1747","2016","30.7","49.4","39.9","40.5"
"education and race","Non-college whites","3070","2020","35.4","57.5","46.3","39"
"education and race","Non-college whites","2025","2024","33.9","54.2","44","39.8"
"education and race","Non-college blacks","121","1968","86.2","54.9","70.7","65.8"
"education and race","Non-college blacks","238","1972","77","49.9","63.3","63.7"
"education and race","Non-college blacks","197","1976","82.1","47.2","64.3","67.6"
"education and race","Non-college blacks","152","1980","76.8","41.6","59.3","67.8"
"education and race","Non-college blacks","214","1984","77.5","38.5","57.5","69.8"
"education and race","Non-college blacks","218","1988","68.4","45.9","56.9","61.3"
"education and race","Non-college blacks","259","1992","69","41.1","54.7","64.4"
"education and race","Non-college blacks","169","1996","80.9","47.8","64.3","66.5"
"education and race","Non-college blacks","165","2000","70.2","49.6","59.7","60.2"
"education and race","Non-college blacks","145","2004","67.1","40.3","53.6","63.5"
"education and race","Non-college blacks","484","2008","83.8","37.1","60.6","73.4"
"education and race","Non-college blacks","420","2012","88.8","30.7","59.9","79.1"
"education and race","Non-college blacks","290","2016","73.2","14.1","43.4","79.5"
"education and race","Non-college blacks","479","2020","75.3","15.1","45.1","80"
"education and race","Non-college blacks","345","2024","73.9","23","48.4","75.4"
"education and race","Non-college Hispanics","12","1968","NA","NA","NA","NA"
"education and race","Non-college Hispanics","37","1972","NA","NA","NA","NA"
"education and race","Non-college Hispanics","39","1976","75.7","42.5","59.1","66.5"
"education and race","Non-college Hispanics","55","1980","61.6","60.5","61.1","50.5"
"education and race","Non-college Hispanics","132","1984","65.9","58","61.9","54.1"
"education and race","Non-college Hispanics","140","1988","71","57.6","64.1","56.7"
"education and race","Non-college Hispanics","180","1992","63.8","58.1","60.7","53.1"
"education and race","Non-college Hispanics","122","1996","72.2","48.4","60.6","62.2"
"education and race","Non-college Hispanics","105","2000","60.7","54.1","57.3","53.3"
"education and race","Non-college Hispanics","89","2004","58.8","59.5","58.8","50"
"education and race","Non-college Hispanics","440","2008","66.6","49","57.7","58.9"
"education and race","Non-college Hispanics","405","2012","70.8","39.8","55.5","65.7"
"education and race","Non-college Hispanics","344","2016","57.4","21.3","39.3","68"
"education and race","Non-college Hispanics","504","2020","54.8","32.3","43.4","61.3"
"education and race","Non-college Hispanics","390","2024","48.5","42.1","45","53.4"
"education and race","Non-college others","3","1968","NA","NA","NA","NA"
"education and race","Non-college others","12","1972","NA","NA","NA","NA"
"education and race","Non-college others","8","1976","NA","NA","NA","NA"
"education and race","Non-college others","9","1980","NA","NA","NA","NA"
"education and race","Non-college others","33","1984","NA","NA","NA","NA"
"education and race","Non-college others","43","1988","NA","NA","NA","NA"
"education and race","Non-college others","34","1992","NA","NA","NA","NA"
"education and race","Non-college others","23","1996","NA","NA","NA","NA"
"education and race","Non-college others","64","2000","60.1","57.4","58.8","51.3"
"education and race","Non-college others","32","2004","49.1","63.8","56.5","42.6"
"education and race","Non-college others","55","2008","62.2","47.9","55","57.2"
"education and race","Non-college others","102","2012","65.3","39.6","52.5","62.8"
"education and race","Non-college others","186","2016","43.5","30.6","37","56.4"
"education and race","Non-college others","332","2020","51.7","36.4","43.8","57.3"
"education and race","Non-college others","196","2024","40","49","44.4","45.5"
"education and race","College grad+ whites","169","1968","56.3","67.1","61.7","44.6"
"education and race","College grad+ whites","325","1972","46.8","63.6","55.2","41.6"
"education and race","College grad+ whites","318","1976","53.4","63.7","58.5","44.9"
"education and race","College grad+ whites","224","1980","49.1","53.7","51.4","47.7"
"education and race","College grad+ whites","327","1984","52.3","63.4","57.8","44.5"
"education and race","College grad+ whites","338","1988","53.7","64","58.9","44.9"
"education and race","College grad+ whites","476","1992","49.6","53","51.3","48.3"
"education and race","College grad+ whites","408","1996","52","55.6","53.7","48.2"
"education and race","College grad+ whites","450","2000","54.8","58.1","56.5","48.3"
"education and race","College grad+ whites","283","2004","48.8","53.7","51.2","47.6"
"education and race","College grad+ whites","321","2008","53.4","56.7","55","48.4"
"education and race","College grad+ whites","294","2012","48.9","54.1","51.4","47.4"
"education and race","College grad+ whites","1265","2016","41.9","32.3","37.1","54.8"
"education and race","College grad+ whites","2756","2020","49.7","36.3","42.8","56.7"
"education and race","College grad+ whites","1891","2024","52.3","30.3","41.2","61"
"education and race","College grad+ blacks","9","1968","NA","NA","NA","NA"
"education and race","College grad+ blacks","19","1972","NA","NA","NA","NA"
"education and race","College grad+ blacks","12","1976","NA","NA","NA","NA"
"education and race","College grad+ blacks","10","1980","NA","NA","NA","NA"
"education and race","College grad+ blacks","21","1984","NA","NA","NA","NA"
"education and race","College grad+ blacks","25","1988","NA","NA","NA","NA"
"education and race","College grad+ blacks","42","1992","NA","NA","NA","NA"
"education and race","College grad+ blacks","20","1996","NA","NA","NA","NA"
"education and race","College grad+ blacks","32","2000","NA","NA","NA","NA"
"education and race","College grad+ blacks","30","2004","NA","NA","NA","NA"
"education and race","College grad+ blacks","71","2008","88","35.6","61.9","76.2"
"education and race","College grad+ blacks","87","2012","90.9","24.6","57.8","83.1"
"education and race","College grad+ blacks","101","2016","71.3","12.4","41.8","79.4"
"education and race","College grad+ blacks","224","2020","74.6","15.3","44.8","79.7"
"education and race","College grad+ blacks","152","2024","74","17.6","45.7","78.1"
"education and race","College grad+ Hispanics","2","1972","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","3","1976","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","8","1980","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","15","1984","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","17","1988","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","33","1992","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","24","1996","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","33","2000","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","23","2004","NA","NA","NA","NA"
"education and race","College grad+ Hispanics","74","2008","67.9","51.9","59.8","58"
"education and race","College grad+ Hispanics","67","2012","66.7","39.7","53.2","63.3"
"education and race","College grad+ Hispanics","100","2016","56.9","21.2","39","67.8"
"education and race","College grad+ Hispanics","232","2020","57.8","27.1","42.2","65.2"
"education and race","College grad+ Hispanics","186","2024","63.9","23.7","43.8","70.1"
"education and race","College grad+ others","7","1972","NA","NA","NA","NA"
"education and race","College grad+ others","5","1976","NA","NA","NA","NA"
"education and race","College grad+ others","7","1980","NA","NA","NA","NA"
"education and race","College grad+ others","10","1984","NA","NA","NA","NA"
"education and race","College grad+ others","11","1988","NA","NA","NA","NA"
"education and race","College grad+ others","17","1992","NA","NA","NA","NA"
"education and race","College grad+ others","17","1996","NA","NA","NA","NA"
"education and race","College grad+ others","36","2000","NA","NA","NA","NA"
"education and race","College grad+ others","21","2004","NA","NA","NA","NA"
"education and race","College grad+ others","20","2008","NA","NA","NA","NA"
"education and race","College grad+ others","38","2012","63.5","48.4","55.5","57.2"
"education and race","College grad+ others","157","2016","48.3","30.4","39.4","58.8"
"education and race","College grad+ others","369","2020","54.7","31","42.7","61.7"
"education and race","College grad+ others","214","2024","55.6","28.8","42.1","63.4"
"education and age","Non-college 18-29","208","1968","58.3","65.4","61.8","46.5"
"education and age","Non-college 18-29","625","1972","51.8","62.9","57.3","44.5"
"education and age","Non-college 18-29","485","1976","64.8","57.3","61","53.8"
"education and age","Non-college 18-29","358","1980","55.2","53.6","54.3","50.8"
"education and age","Non-college 18-29","476","1984","56.6","58.8","57.6","49"
"education and age","Non-college 18-29","374","1988","56.6","60.8","58.9","47.8"
"education and age","Non-college 18-29","397","1992","55.7","53","54.3","51.4"
"education and age","Non-college 18-29","194","1996","60.5","50.5","55.8","55.3"
"education and age","Non-college 18-29","212","2000","57.2","54.3","55.8","51.5"
"education and age","Non-college 18-29","187","2004","57.2","47.4","52.1","55"
"education and age","Non-college 18-29","352","2008","65","47","56","59"
"education and age","Non-college 18-29","384","2012","63.1","44.7","54","59.2"
"education and age","Non-college 18-29","462","2016","37.8","34.5","36.1","51.5"
"education and age","Non-college 18-29","613","2020","44.9","34.4","39.6","55.3"
"education and age","Non-college 18-29","345","2024","42.3","44.9","43.5","48.6"
"education and age","Non-college 30-44","335","1968","64.5","64.5","64.5","50"
"education and age","Non-college 30-44","544","1972","46.9","66","56.4","40.4"
"education and age","Non-college 30-44","434","1976","64.3","60.6","62.6","51.7"
"education and age","Non-college 30-44","332","1980","55.2","56.7","55.8","49.1"
"education and age","Non-college 30-44","523","1984","55.2","62.9","59.1","46.1"
"education and age","Non-college 30-44","512","1988","52.9","60.1","56.5","46.4"
"education and age","Non-college 30-44","578","1992","55.5","53.3","54.2","51.3"
"education and age","Non-college 30-44","409","1996","59.1","50.3","54.5","54.4"
"education and age","Non-college 30-44","384","2000","54.5","58.3","56.4","48"
"education and age","Non-college 30-44","203","2004","48.7","59.4","54.1","44.6"
"education and age","Non-college 30-44","455","2008","58.5","48.5","53.5","55.1"
"education and age","Non-college 30-44","404","2012","64","41","52.5","61.5"
"education and age","Non-college 30-44","585","2016","46.1","33.1","39.5","56.3"
"education and age","Non-college 30-44","966","2020","44.3","45.2","44.6","49.5"
"education and age","Non-college 30-44","623","2024","37.7","51.3","44.4","43.2"
"education and age","Non-college 45-59","314","1968","61.7","66.8","64.2","47.5"
"education and age","Non-college 45-59","557","1972","49.2","67.7","58.2","40.9"
"education and age","Non-college 45-59","421","1976","66","59.9","62.8","53.1"
"education and age","Non-college 45-59","274","1980","56.7","59.9","58.3","48.5"
"education and age","Non-college 45-59","352","1984","60.4","61.2","60.7","49.7"
"education and age","Non-college 45-59","275","1988","59","59.2","59.1","49.8"
"education and age","Non-college 45-59","349","1992","58.4","51.3","54.6","53.8"
"education and age","Non-college 45-59","265","1996","61.8","52.3","57","54.6"
"education and age","Non-college 45-59","316","2000","56","57","56.5","49.6"
"education and age","Non-college 45-59","229","2004","51.5","60.3","55.7","45.8"
"education and age","Non-college 45-59","515","2008","54.9","51.8","53.3","51.5"
"education and age","Non-college 45-59","406","2012","56.7","48.8","52.7","53.9"
"education and age","Non-college 45-59","675","2016","39.6","43.1","41.3","48"
"education and age","Non-college 45-59","1018","2020","43.2","51.9","47.4","45.4"
"education and age","Non-college 45-59","624","2024","41.3","48.4","44.7","46.6"
"education and age","Non-college 60+","271","1968","64.1","69","66.5","47.6"
"education and age","Non-college 60+","544","1972","48.2","70.3","59","39"
"education and age","Non-college 60+","486","1976","63.7","63.3","63.4","50.4"
"education and age","Non-college 60+","326","1980","64.2","56.9","60.3","53.4"
"education and age","Non-college 60+","468","1984","61.5","61.8","61.4","50"
"education and age","Non-college 60+","392","1988","61.2","59.5","60","50.9"
"education and age","Non-college 60+","506","1992","60.9","52.5","56.5","54.4"
"education and age","Non-college 60+","366","1996","64.7","51.7","58","56.2"
"education and age","Non-college 60+","315","2000","63.4","55.8","59.2","53.6"
"education and age","Non-college 60+","228","2004","57.4","58.8","58.1","49.3"
"education and age","Non-college 60+","447","2008","55.7","54.5","55","50.5"
"education and age","Non-college 60+","317","2012","50.8","54.7","52.8","48.1"
"education and age","Non-college 60+","804","2016","40.9","45.5","43.1","47.6"
"education and age","Non-college 60+","1678","2020","47.9","49.3","48.3","49.4"
"education and age","Non-college 60+","1266","2024","45.6","46.3","45.9","49.6"
"education and age","College+ 18-29","42","1968","55.7","60","57.8","47.9"
"education and age","College+ 18-29","111","1972","56.8","55.8","56.3","50.5"
"education and age","College+ 18-29","90","1976","56.9","60.2","58.3","48.7"
"education and age","College+ 18-29","61","1980","50.3","50.8","50.5","49.8"
"education and age","College+ 18-29","74","1984","52.5","53.9","53.1","49.3"
"education and age","College+ 18-29","62","1988","54.5","61.5","58","46.5"
"education and age","College+ 18-29","80","1992","51.2","49.2","50.2","51"
"education and age","College+ 18-29","61","1996","62.8","47","54.8","57.8"
"education and age","College+ 18-29","66","2000","58.1","54.2","56.2","51.9"
"education and age","College+ 18-29","52","2004","58.8","32.5","45.6","63.2"
"education and age","College+ 18-29","57","2008","59.3","51.1","55.2","54.1"
"education and age","College+ 18-29","60","2012","60.5","46.3","53.4","57.1"
"education and age","College+ 18-29","186","2016","44.7","24.3","34.5","60.2"
"education and age","College+ 18-29","371","2020","51.9","23.3","37.5","64.2"
"education and age","College+ 18-29","200","2024","53.3","26.7","40","63.3"
"education and age","College+ 30-44","66","1968","60.4","65.3","62.8","47.5"
"education and age","College+ 30-44","128","1972","50.8","61.9","56.3","44.5"
"education and age","College+ 30-44","115","1976","56","63.2","59.6","46.4"
"education and age","College+ 30-44","102","1980","49.7","53.8","51.8","47.9"
"education and age","College+ 30-44","184","1984","55.2","62.6","58.9","46.3"
"education and age","College+ 30-44","182","1988","56.3","59.9","58.1","48.2"
"education and age","College+ 30-44","261","1992","53.2","48.8","51","52.2"
"education and age","College+ 30-44","203","1996","51.7","54.3","52.9","48.7"
"education and age","College+ 30-44","218","2000","54","58.3","56.1","47.8"
"education and age","College+ 30-44","105","2004","51.1","54.7","52.9","48.2"
"education and age","College+ 30-44","168","2008","60.8","53.4","57.1","53.7"
"education and age","College+ 30-44","167","2012","53.7","49.3","51.4","52.1"
"education and age","College+ 30-44","448","2016","47.7","26.1","36.8","60.8"
"education and age","College+ 30-44","1017","2020","51.5","30.5","40.9","60.5"
"education and age","College+ 30-44","688","2024","55.2","27.4","41.2","63.9"
"education and age","College+ 45-59","42","1968","58.7","69.2","63.9","44.8"
"education and age","College+ 45-59","67","1972","36.6","65.8","51.2","35.5"
"education and age","College+ 45-59","74","1976","51.7","62.2","57","44.7"
"education and age","College+ 45-59","46","1980","47.1","48.7","47.9","49.2"
"education and age","College+ 45-59","62","1984","55.7","65.8","60.8","45.1"
"education and age","College+ 45-59","85","1988","57.9","66.5","62.3","45.7"
"education and age","College+ 45-59","147","1992","51.3","53.8","52.6","48.8"
"education and age","College+ 45-59","125","1996","55","58.8","56.8","48.1"
"education and age","College+ 45-59","173","2000","59.3","53.4","56.2","52.9"
"education and age","College+ 45-59","123","2004","51.4","54.7","53","48.4"
"education and age","College+ 45-59","151","2008","56.4","54.1","55.2","51.2"
"education and age","College+ 45-59","125","2012","55.8","50.2","53","52.8"
"education and age","College+ 45-59","433","2016","45.8","30.4","38","57.7"
"education and age","College+ 45-59","851","2020","51.7","37.7","44.6","56.8"
"education and age","College+ 45-59","568","2024","55.5","29.4","42.4","63"
"education and age","College+ 60+","27","1968","NA","NA","NA","NA"
"education and age","College+ 60+","46","1972","40.4","74.1","57.3","33.2"
"education and age","College+ 60+","55","1976","49.3","70.5","59.9","39.4"
"education and age","College+ 60+","40","1980","55.1","63.1","59.1","46.1"
"education and age","College+ 60+","51","1984","48.1","66.4","57.2","40.9"
"education and age","College+ 60+","65","1988","52.5","66.8","59.7","42.8"
"education and age","College+ 60+","80","1992","47.7","59.1","53.4","44.3"
"education and age","College+ 60+","80","1996","48.1","62.4","55.3","42.8"
"education and age","College+ 60+","92","2000","54.1","64.5","59.3","44.8"
"education and age","College+ 60+","80","2004","45","56","50.4","44.4"
"education and age","College+ 60+","106","2008","51.8","60.4","55.9","45.8"
"education and age","College+ 60+","114","2012","51.3","54.9","52.8","48"
"education and age","College+ 60+","512","2016","44.2","35.8","40.1","54.2"
"education and age","College+ 60+","1216","2020","56.5","35.6","45.7","60.5"
"education and age","College+ 60+","875","2024","58.9","28.2","43.4","65.3"
"education and region","Non-college in South","287","1968","58.4","65.1","61.7","46.8"
"education and region","Non-college in South","610","1972","47.8","68.9","58.1","39.7"
"education and region","Non-college in South","482","1976","69.2","59","64","55.1"
"education and region","Non-college in South","362","1980","63.7","58.2","60.7","52.5"
"education and region","Non-college in South","538","1984","61.1","61.5","61.1","49.9"
"education and region","Non-college in South","510","1988","58.4","62","60","48.3"
"education and region","Non-college in South","598","1992","60.3","55.4","57.6","52.7"
"education and region","Non-college in South","440","1996","64.4","53.1","58.7","55.5"
"education and region","Non-college in South","405","2000","57.7","60.1","58.6","48.7"
"education and region","Non-college in South","269","2004","52.6","61.3","56.8","45.8"
"education and region","Non-college in South","813","2008","54.9","55.5","55.2","49.6"
"education and region","Non-college in South","580","2012","59.4","48.4","54","55.6"
"education and region","Non-college in South","862","2016","42.1","41.6","41.7","50.1"
"education and region","Non-college in South","1429","2020","45","49","46.7","47.9"
"education and region","Non-college in South","1023","2024","39.6","51.5","45.5","44"
"education and region","Non-college in Nonsouth","844","1968","63.7","66.9","65.3","48.5"
"education and region","Non-college in Nonsouth","1673","1972","49.7","65.7","57.6","42"
"education and region","Non-college in Nonsouth","1347","1976","63.1","60.7","61.8","51.3"
"education and region","Non-college in Nonsouth","930","1980","55.5","55.9","55.6","49.7"
"education and region","Non-college in Nonsouth","1295","1984","56.9","60.9","58.9","48"
"education and region","Non-college in Nonsouth","1044","1988","56.2","59","57.7","48.6"
"education and region","Non-college in Nonsouth","1232","1992","56.3","51.3","53.7","52.6"
"education and region","Non-college in Nonsouth","794","1996","59.4","49.9","54.7","54.8"
"education and region","Non-college in Nonsouth","825","2000","57.5","54.7","56.1","51.4"
"education and region","Non-college in Nonsouth","578","2004","54","54.6","54.2","49.7"
"education and region","Non-college in Nonsouth","986","2008","60.1","47.5","53.8","56.4"
"education and region","Non-college in Nonsouth","965","2012","58.3","47","52.7","55.6"
"education and region","Non-college in Nonsouth","1721","2016","39.9","38.7","39.3","50.5"
"education and region","Non-college in Nonsouth","2989","2020","45.4","44.5","44.8","50.5"
"education and region","Non-college in Nonsouth","1962","2024","42.9","46","44.4","48.5"
"education and region","College grad+ in South","39","1968","51.4","67.3","59.3","42"
"education and region","College grad+ in South","70","1972","41.4","66.7","54","37.3"
"education and region","College grad+ in South","62","1976","53.7","66.4","59.7","44"
"education and region","College grad+ in South","68","1980","50.8","57.6","54.2","46.6"
"education and region","College grad+ in South","88","1984","52.9","65.1","58.9","43.9"
"education and region","College grad+ in South","99","1988","56.1","66.4","61.2","44.9"
"education and region","College grad+ in South","157","1992","51.3","56.4","53.9","47.4"
"education and region","College grad+ in South","148","1996","54.1","57.7","55.9","48.1"
"education and region","College grad+ in South","172","2000","49.3","63.6","56.4","42.9"
"education and region","College grad+ in South","110","2004","50.5","59.2","54.9","45.6"
"education and region","College grad+ in South","200","2008","50.3","59","54.6","45.7"
"education and region","College grad+ in South","171","2012","50.5","53.8","52.1","48.3"
"education and region","College grad+ in South","466","2016","38.2","40","39.2","49"
"education and region","College grad+ in South","1029","2020","48.4","41.2","44.6","53.7"
"education and region","College grad+ in South","713","2024","50.3","35","42.5","57.6"
"education and region","College grad+ in Nonsouth","139","1968","59.4","66.2","62.8","46.6"
"education and region","College grad+ in Nonsouth","283","1972","50.5","61.2","55.8","44.7"
"education and region","College grad+ in Nonsouth","277","1976","54.3","62.3","58.2","46"
"education and region","College grad+ in Nonsouth","181","1980","50.1","52.1","51.1","49"
"education and region","College grad+ in Nonsouth","285","1984","54.3","60.8","57.5","46.7"
"education and region","College grad+ in Nonsouth","295","1988","55.6","61.4","58.6","47.1"
"education and region","College grad+ in Nonsouth","411","1992","51.8","49.7","50.8","51.1"
"education and region","College grad+ in Nonsouth","322","1996","53.8","54.3","54","49.7"
"education and region","College grad+ in Nonsouth","382","2000","59.4","54.2","56.7","52.5"
"education and region","College grad+ in Nonsouth","250","2004","51.4","48.8","50","51.3"
"education and region","College grad+ in Nonsouth","292","2008","62.1","51.4","56.7","55.3"
"education and region","College grad+ in Nonsouth","317","2012","55.5","49.3","52.3","53"
"education and region","College grad+ in Nonsouth","1167","2016","48.3","26.3","37.3","61"
"education and region","College grad+ in Nonsouth","2591","2020","54.6","30.1","42.2","62.2"
"education and region","College grad+ in Nonsouth","1758","2024","58.2","25.6","41.9","66.3"
"education and knowledge","Less knowledgeable non-college","365","1968","65.2","64.3","64.6","50.5"
"education and knowledge","Less knowledgeable non-college","363","1972","51.7","65.2","58.1","43.5"
"education and knowledge","Less knowledgeable non-college","651","1976","66.2","61.2","63.6","52.6"
"education and knowledge","Less knowledgeable non-college","351","1980","63","56.3","59.5","53.2"
"education and knowledge","Less knowledgeable non-college","765","1984","60.2","59.9","59.9","50.3"
"education and knowledge","Less knowledgeable non-college","616","1988","58.3","58","58.1","50.2"
"education and knowledge","Less knowledgeable non-college","792","1992","60","52.7","56","54"
"education and knowledge","Less knowledgeable non-college","331","1996","64.4","51.3","57.9","56.5"
"education and knowledge","Less knowledgeable non-college","564","2000","58.3","56.1","57.2","51.1"
"education and knowledge","Less knowledgeable non-college","381","2004","52.5","59.3","55.6","46.8"
"education and knowledge","Less knowledgeable non-college","1098","2008","59.5","48.2","53.8","55.7"
"education and knowledge","Less knowledgeable non-college","232","2012","54","54.2","54.1","49.9"
"education and knowledge","Less knowledgeable non-college","806","2016","41.3","40.5","40.8","50.1"
"education and knowledge","Less knowledgeable non-college","1612","2020","48.9","40.5","44.5","54.2"
