"Demographics","Subgroup","Total Cases","Year","Democratic Candidate","Republican Candidate","Both Candidates","Net Pro Dem. - Pro Rep."
"education and knowledge","Less knowledgeable non-college","1091","2024","37.4","52.4","44.8","42.6"
"education and knowledge","More knowledageabe non-college","762","1968","61.1","67.4","64.2","46.9"
"education and knowledge","More knowledageabe non-college","567","1972","45.8","68.3","57","38.8"
"education and knowledge","More knowledageabe non-college","899","1976","62.5","61.1","61.7","50.8"
"education and knowledge","More knowledageabe non-college","756","1980","55.1","57.2","56.1","49"
"education and knowledge","More knowledageabe non-college","795","1984","55.1","63.5","59.2","45.8"
"education and knowledge","More knowledageabe non-college","721","1988","55.5","61.5","58.5","46.9"
"education and knowledge","More knowledageabe non-college","869","1992","55.8","52.6","54.2","51.6"
"education and knowledge","More knowledageabe non-college","759","1996","60.1","51.8","55.8","54.1"
"education and knowledge","More knowledageabe non-college","479","2000","54.9","57.3","56","48.7"
"education and knowledge","More knowledageabe non-college","359","2004","53.9","54.8","54.4","49.4"
"education and knowledge","More knowledageabe non-college","518","2008","53.9","56.5","55.2","48.7"
"education and knowledge","More knowledageabe non-college","614","2012","58.8","47.1","52.9","55.8"
"education and knowledge","More knowledageabe non-college","1655","2016","40.4","39.1","39.7","50.6"
"education and knowledge","More knowledageabe non-college","2665","2020","42.8","49.4","46","46.7"
"education and knowledge","More knowledageabe non-college","1646","2024","45.5","43.9","44.6","50.8"
"education and knowledge","Less knowledgeable college grad+","18","1968","NA","NA","NA","NA"
"education and knowledge","Less knowledgeable college grad+","22","1972","51.8","58.9","55.3","46.5"
"education and knowledge","Less knowledgeable college grad+","31","1976","59.6","59","58.9","50.7"
"education and knowledge","Less knowledgeable college grad+","25","1980","57.8","47.6","52.7","55.1"
"education and knowledge","Less knowledgeable college grad+","71","1984","56.5","62.2","59.3","47.2"
"education and knowledge","Less knowledgeable college grad+","58","1988","56","66.6","61.3","44.8"
"education and knowledge","Less knowledgeable college grad+","90","1992","54","51.2","52.6","51.4"
"education and knowledge","Less knowledgeable college grad+","49","1996","52.4","56.9","54.6","47.6"
"education and knowledge","Less knowledgeable college grad+","128","2000","59","58.4","58.7","50.3"
"education and knowledge","Less knowledgeable college grad+","85","2004","53.3","57.7","55.6","47.7"
"education and knowledge","Less knowledgeable college grad+","193","2008","58.2","51.9","54.9","53.2"
"education and knowledge","Less knowledgeable college grad+","66","2012","43.2","58.3","50.7","42.4"
"education and knowledge","Less knowledgeable college grad+","273","2016","43","35.1","39.1","54"
"education and knowledge","Less knowledgeable college grad+","836","2020","51.3","33.3","42.4","59"
"education and knowledge","Less knowledgeable college grad+","699","2024","48.3","32.7","40.4","57.8"
"education and knowledge","More knowledgeable college grad+","160","1968","57.3","67.1","62.2","45.1"
"education and knowledge","More knowledgeable college grad+","133","1972","51.2","62.4","56.8","44.4"
"education and knowledge","More knowledgeable college grad+","264","1976","52.9","63.9","58.3","44.6"
"education and knowledge","More knowledgeable college grad+","211","1980","49.3","55.4","52.3","47"
"education and knowledge","More knowledgeable college grad+","273","1984","53.5","61.8","57.7","45.9"
"education and knowledge","More knowledgeable college grad+","308","1988","55.1","62.8","59","46.2"
"education and knowledge","More knowledgeable college grad+","427","1992","51.1","51.7","51.4","49.7"
"education and knowledge","More knowledgeable college grad+","386","1996","53.8","55.6","54.6","49.1"
"education and knowledge","More knowledgeable college grad+","367","2000","55.1","57.1","56","49"
"education and knowledge","More knowledgeable college grad+","238","2004","49.1","50.7","49.8","49.2"
"education and knowledge","More knowledgeable college grad+","259","2008","57","56.4","56.6","50.3"
"education and knowledge","More knowledgeable college grad+","307","2012","55.1","49.7","52.4","52.6"
"education and knowledge","More knowledgeable college grad+","1316","2016","46","28.8","37.4","58.6"
"education and knowledge","More knowledgeable college grad+","2731","2020","53.4","33.2","43.1","60"
"education and knowledge","More knowledgeable college grad+","1655","2024","60.3","25.4","42.8","67.4"
"race and age","18-29 whites","224","1968","55.1","65.7","60.4","44.7"
"race and age","18-29 whites","637","1972","49.3","63.7","56.4","42.9"
"race and age","18-29 whites","488","1976","61.3","59.4","60.3","51"
"race and age","18-29 whites","340","1980","52.2","54.2","53.2","49.1"
"race and age","18-29 whites","403","1984","51.9","62.4","57.1","44.8"
"race and age","18-29 whites","308","1988","51.6","64.6","58.2","43.5"
"race and age","18-29 whites","356","1992","51.4","54.3","52.8","48.6"
"race and age","18-29 whites","180","1996","56.2","50.7","53.8","53.1"
"race and age","18-29 whites","182","2000","56.6","56","56.3","50.3"
"race and age","18-29 whites","145","2004","54.1","46.2","50","54"
"race and age","18-29 whites","163","2008","58","50.4","54.2","53.8"
"race and age","18-29 whites","153","2012","53.3","50.5","51.9","51.4"
"race and age","18-29 whites","400","2016","31.2","40.4","35.7","45.3"
"race and age","18-29 whites","607","2020","38.7","40.2","39.3","49.4"
"race and age","18-29 whites","302","2024","38.3","43.1","40.7","47.6"
"race and age","30-44 whites","345","1968","60.4","65.5","62.9","47.5"
"race and age","30-44 whites","571","1972","43.5","68.3","55.8","37.7"
"race and age","30-44 whites","472","1976","60.5","63.1","61.8","48.7"
"race and age","30-44 whites","363","1980","50.9","57.7","54.1","46.5"
"race and age","30-44 whites","574","1984","51.9","66.5","59.2","42.6"
"race and age","30-44 whites","520","1988","49.2","63.8","56.5","42.7"
"race and age","30-44 whites","630","1992","51.3","53.5","52.3","49"
"race and age","30-44 whites","455","1996","51.5","52.7","52","49.4"
"race and age","30-44 whites","441","2000","51.4","59.9","55.6","45.8"
"race and age","30-44 whites","196","2004","44.2","62.4","53.3","40.9"
"race and age","30-44 whites","270","2008","52.9","52.4","52.7","50.3"
"race and age","30-44 whites","219","2012","51.9","48.4","50.2","51.8"
"race and age","30-44 whites","697","2016","37.9","38.1","37.8","49.8"
"race and age","30-44 whites","1335","2020","40.1","44.6","42.2","47.8"
"race and age","30-44 whites","874","2024","39.4","45.7","42.5","46.9"
"race and age","45-59 whites","322","1968","58.6","68.1","63.3","45.3"
"race and age","45-59 whites","563","1972","44.7","68.6","56.5","38.1"
"race and age","45-59 whites","437","1976","61.5","62.6","62","49.4"
"race and age","45-59 whites","274","1980","52.8","59.7","56.3","46.6"
"race and age","45-59 whites","336","1984","56.6","64.1","60.3","46.4"
"race and age","45-59 whites","283","1988","54.8","63.2","59","45.8"
"race and age","45-59 whites","384","1992","51.6","53.5","52.5","49.1"
"race and age","45-59 whites","310","1996","55.5","53.9","54.7","50.7"
"race and age","45-59 whites","377","2000","53.9","56.7","55.3","48.7"
"race and age","45-59 whites","261","2004","47.4","61.9","54.6","42.8"
"race and age","45-59 whites","349","2008","49.5","56.1","52.7","46.7"
"race and age","45-59 whites","250","2012","48.1","55.1","51.5","46.5"
"race and age","45-59 whites","804","2016","33.5","45","39.2","44.1"
"race and age","45-59 whites","1340","2020","39.1","54.6","46.7","42.2"
"race and age","45-59 whites","849","2024","40.1","46","43","47.1"
"race and age","60+ whites","271","1968","60.9","71.8","66.3","44.6"
"race and age","60+ whites","541","1972","45.2","72.1","58.4","36.6"
"race and age","60+ whites","487","1976","59.9","65.7","62.8","47.3"
"race and age","60+ whites","325","1980","60.4","59.3","59.6","50.3"
"race and age","60+ whites","458","1984","57.7","64.2","60.8","46.9"
"race and age","60+ whites","394","1988","58.4","61.5","59.9","48.4"
"race and age","60+ whites","512","1992","58.1","54.4","56","52"
"race and age","60+ whites","374","1996","57.7","54.3","55.9","51.5"
"race and age","60+ whites","333","2000","58.3","58.8","58.4","49.5"
"race and age","60+ whites","245","2004","52.2","60.2","56.1","46"
"race and age","60+ whites","326","2008","50","58.4","54.2","45.9"
"race and age","60+ whites","272","2012","46.3","57.7","51.9","44.3"
"race and age","60+ whites","1061","2016","35.6","47.7","41.7","43.9"
"race and age","60+ whites","2418","2020","45","50.6","47.6","47.4"
"race and age","60+ whites","1732","2024","43.4","45.6","44.5","48.9"
"race and age","18-29 blacks","22","1968","88","53.4","70.7","67.3"
"race and age","18-29 blacks","80","1972","77","50","63.3","63.6"
"race and age","18-29 blacks","64","1976","78.7","46.9","62.8","65.9"
"race and age","18-29 blacks","48","1980","70.9","40.1","55.3","65.3"
"race and age","18-29 blacks","83","1984","71.8","38.4","55","66.8"
"race and age","18-29 blacks","71","1988","68.3","47.5","58.1","60.2"
"race and age","18-29 blacks","62","1992","66.1","39.8","53","63.4"
"race and age","18-29 blacks","33","1996","72.6","50.4","61.5","61.2"
"race and age","18-29 blacks","37","2000","61.4","47.9","54.7","56.9"
"race and age","18-29 blacks","34","2004","69.4","36.4","52.8","66.5"
"race and age","18-29 blacks","98","2008","84.7","39.8","62.5","72.7"
"race and age","18-29 blacks","114","2012","84.3","33.9","59.3","75.2"
"race and age","18-29 blacks","73","2016","62","16.9","39.3","72.6"
"race and age","18-29 blacks","94","2020","65.7","11.8","38.7","76.8"
"race and age","18-29 blacks","50","2024","74.1","21.9","48","76.1"
"race and age","30-44 blacks","49","1968","86.9","57","72","65"
"race and age","30-44 blacks","75","1972","76.7","45.1","61.1","65.7"
"race and age","30-44 blacks","53","1976","79.6","50.2","65.1","64.3"
"race and age","30-44 blacks","44","1980","77.6","39.6","58.7","69"
"race and age","30-44 blacks","64","1984","76.3","34","54.8","71.5"
"race and age","30-44 blacks","92","1988","65.9","42.6","54.1","61.6"
"race and age","30-44 blacks","114","1992","68.4","41.8","54.3","64.1"
"race and age","30-44 blacks","81","1996","83.7","42.3","62.8","70.5"
"race and age","30-44 blacks","74","2000","67.1","51.7","59.7","57.1"
"race and age","30-44 blacks","52","2004","62.8","39.3","50.9","62"
"race and age","30-44 blacks","157","2008","84.9","35.3","60.2","74.9"
"race and age","30-44 blacks","152","2012","89.5","26.9","58.2","81.3"
"race and age","30-44 blacks","119","2016","75.9","11.5","43.7","82.1"
"race and age","30-44 blacks","202","2020","71.6","19.1","45.2","76.2"
"race and age","30-44 blacks","148","2024","65","27.2","46.1","68.9"
"race and age","45-59 blacks","31","1968","89.4","55.7","73.1","67.5"
"race and age","45-59 blacks","54","1972","78.2","55","66.3","61.9"
"race and age","45-59 blacks","42","1976","83.9","39.9","61","72.5"
"race and age","45-59 blacks","38","1980","77","44.3","61.2","67"
"race and age","45-59 blacks","39","1984","84.1","38.2","60.2","73.3"
"race and age","45-59 blacks","42","1988","73.1","52.1","62.5","60.4"
"race and age","45-59 blacks","69","1992","73.3","38.4","55.8","67.5"
"race and age","45-59 blacks","33","1996","82.8","53.6","68.8","65.3"
"race and age","45-59 blacks","48","2000","72.9","44.8","58.8","64"
"race and age","45-59 blacks","54","2004","66.6","44.6","55.6","61"
"race and age","45-59 blacks","169","2008","84.8","35.2","60.4","74.8"
"race and age","45-59 blacks","159","2012","92.3","27.6","60","82.3"
"race and age","45-59 blacks","102","2016","74.9","14.4","44.5","80"
"race and age","45-59 blacks","184","2020","75.5","15.9","45.5","79.6"
"race and age","45-59 blacks","128","2024","70.5","23","46.7","73.8"
"race and age","60+ blacks","28","1968","NA","NA","NA","NA"
"race and age","60+ blacks","46","1972","75","49.9","62.1","62.9"
"race and age","60+ blacks","49","1976","85.6","49.8","66.9","68.4"
"race and age","60+ blacks","32","1980","84.8","43.6","64.4","70.9"
"race and age","60+ blacks","46","1984","83.3","44.1","63.1","70"
"race and age","60+ blacks","42","1988","74.2","44.3","58","66.2"
"race and age","60+ blacks","59","1992","68.4","40.3","54.1","64.1"
"race and age","60+ blacks","42","1996","86.1","48.1","66.9","68.8"
"race and age","60+ blacks","37","2000","84.9","51.2","66.9","67.7"
"race and age","60+ blacks","35","2004","74.9","41.2","57.5","67.3"
